work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,work_setting,company_location,company_size,salary_in_usd
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,99000
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,116000
2022,Mid-level,Full-time,Data Analyst,US,0,On-site,US,Medium,106260
2022,Mid-level,Full-time,Data Analyst,US,0,On-site,US,Medium,126500
2022,Executive-level,Full-time,Data Engineer,US,100,Remote,US,Medium,242000
2022,Executive-level,Full-time,Data Engineer,US,100,Remote,US,Medium,200000
2022,Mid-level,Full-time,Data Scientist,GB,0,On-site,GB,Medium,65438
2022,Mid-level,Full-time,Data Scientist,GB,0,On-site,GB,Medium,39263
2022,Mid-level,Full-time,Data Engineer,GB,0,On-site,GB,Medium,78526
2022,Mid-level,Full-time,Data Engineer,GB,0,On-site,GB,Medium,52351
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,165220
2022,Entry-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,45807
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,120160
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,90320
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,181940
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,132320
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,220110
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,160080
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Large,180000
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Large,120000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,124190
2022,Executive-level,Full-time,Data Analyst,US,100,Remote,US,Medium,130000
2022,Executive-level,Full-time,Data Analyst,US,100,Remote,US,Medium,110000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,170000
2022,Mid-level,Full-time,Data Analyst,US,100,Remote,US,Medium,115500
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,112900
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,90320
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,112900
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,90320
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,165400
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,132320
2022,Mid-level,Full-time,Data Analyst,US,100,Remote,US,Medium,167000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,243900
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,136600
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,109280
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,128875
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,93700
2022,Executive-level,Full-time,Other,US,100,Remote,US,Medium,224000
2022,Executive-level,Full-time,Other,US,100,Remote,US,Medium,167875
2022,Executive-level,Full-time,Other,US,100,Remote,US,Medium,175000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,156600
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,108800
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Medium,95550
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Large,113000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,135000
2022,Senior-level,Full-time,Data Science Manager,US,100,Remote,US,Medium,161342
2022,Senior-level,Full-time,Data Science Manager,US,100,Remote,US,Medium,137141
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,167000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,123000
2022,Senior-level,Full-time,Data Engineer,GB,0,On-site,GB,Medium,78526
2022,Senior-level,Full-time,Data Engineer,GB,0,On-site,GB,Medium,65438
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Medium,150000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,211500
2022,Senior-level,Full-time,Data Architect,CA,100,Remote,CA,Medium,192400
2022,Senior-level,Full-time,Data Architect,CA,100,Remote,CA,Medium,90700
2022,Senior-level,Full-time,Data Analyst,CA,100,Remote,CA,Medium,130000
2022,Senior-level,Full-time,Data Analyst,CA,100,Remote,CA,Medium,61300
2022,Senior-level,Full-time,Data Analyst,CA,100,Remote,CA,Medium,130000
2022,Senior-level,Full-time,Data Analyst,CA,100,Remote,CA,Medium,61300
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Large,160000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,138600
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,136000
2022,Mid-level,Full-time,Data Analyst,US,0,On-site,US,Small,58000
2022,Executive-level,Full-time,Other,US,100,Remote,US,Medium,135000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,170000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,123000
2022,Senior-level,Full-time,Machine Learning Engineer,US,0,On-site,US,Medium,189650
2022,Senior-level,Full-time,Machine Learning Engineer,US,0,On-site,US,Medium,164996
2022,Mid-level,Full-time,Other,GR,0,On-site,GR,Medium,54957
2022,Mid-level,Full-time,Other,GR,0,On-site,GR,Medium,54957
2022,Executive-level,Full-time,Lead Data Engineer,CA,100,Remote,CA,Small,118187
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,132000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,165400
2022,Senior-level,Full-time,Data Architect,US,100,Remote,US,Medium,208775
2022,Senior-level,Full-time,Data Architect,US,100,Remote,US,Medium,147800
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,136994
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,101570
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,128875
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,93700
2022,Executive-level,Full-time,Other,IN,50,Hybrid,IN,Large,79039
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,132320
2022,Entry-level,Full-time,Machine Learning Engineer,GB,100,Remote,GB,Large,37300
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,164000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,155000
2022,Mid-level,Full-time,Machine Learning Engineer,GB,0,On-site,GB,Medium,124333
2022,Mid-level,Full-time,Machine Learning Engineer,GB,0,On-site,GB,Medium,98158
2022,Mid-level,Full-time,AI Scientist,US,0,On-site,US,Medium,120000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,112900
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,90320
2022,Senior-level,Full-time,Data Analytics Manager,US,100,Remote,US,Medium,145000
2022,Senior-level,Full-time,Data Analytics Manager,US,100,Remote,US,Medium,105400
2022,Mid-level,Full-time,Machine Learning Engineer,FR,100,Remote,DE,Medium,87932
2022,Mid-level,Full-time,Data Engineer,GB,0,On-site,GB,Medium,117789
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Large,215300
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Large,158200
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Large,209100
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Large,154600
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,115934
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,81666
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,175000
2022,Mid-level,Full-time,Data Engineer,GB,0,On-site,GB,Medium,98158
2022,Mid-level,Full-time,Data Analyst,US,0,On-site,US,Small,58000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Large,183600
2022,Mid-level,Full-time,Data Analyst,GB,100,Remote,GB,Medium,52351
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,180000
2022,Mid-level,Full-time,Data Scientist,GB,0,On-site,GB,Medium,71982
2022,Mid-level,Full-time,Data Scientist,GB,0,On-site,GB,Medium,45807
2022,Mid-level,Full-time,Data Engineer,GR,100,Remote,GR,Medium,65949
2022,Mid-level,Full-time,Data Engineer,GR,100,Remote,GR,Medium,49461
2022,Mid-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,78526
2022,Mid-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,58894
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,260000
2022,Senior-level,Full-time,Other,AR,100,Remote,MX,Large,60000
2022,Mid-level,Full-time,Data Engineer,US,0,On-site,US,Medium,63900
2022,Mid-level,Full-time,Machine Learning Scientist,US,100,Remote,US,Large,160000
2022,Mid-level,Full-time,Machine Learning Scientist,US,100,Remote,US,Large,112300
2022,Mid-level,Full-time,Data Science Manager,US,100,Remote,US,Medium,241000
2022,Mid-level,Full-time,Data Science Manager,US,100,Remote,US,Medium,159000
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Medium,180000
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Medium,80000
2022,Mid-level,Full-time,Data Engineer,US,0,On-site,US,Medium,82900
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Large,100800
2022,Mid-level,Full-time,Data Engineer,ES,100,Remote,ES,Medium,49461
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Large,140400
2022,Mid-level,Full-time,Data Analyst,GB,100,Remote,GB,Medium,39263
2022,Mid-level,Full-time,Data Analyst,ES,100,Remote,ES,Medium,43966
2022,Mid-level,Full-time,Data Analyst,ES,100,Remote,ES,Medium,32974
2022,Mid-level,Full-time,Data Engineer,ES,100,Remote,ES,Medium,87932
2022,Mid-level,Full-time,Data Engineer,ES,100,Remote,ES,Medium,76940
2022,Mid-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,104702
2022,Mid-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,91614
2022,Mid-level,Full-time,Data Engineer,ES,100,Remote,ES,Medium,65949
2022,Mid-level,Full-time,Data Engineer,GR,100,Remote,GR,Medium,87932
2022,Senior-level,Full-time,Machine Learning Engineer,US,0,On-site,US,Medium,189650
2022,Senior-level,Full-time,Machine Learning Engineer,US,0,On-site,US,Medium,164996
2022,Mid-level,Full-time,Data Analyst,GR,100,Remote,GR,Medium,43966
2022,Mid-level,Full-time,Data Analyst,GR,100,Remote,GR,Medium,32974
2022,Mid-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,98158
2022,Mid-level,Full-time,Data Engineer,GB,100,Remote,GB,Medium,78526
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Large,215300
2022,Mid-level,Full-time,Data Engineer,GR,100,Remote,GR,Medium,76940
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Large,209100
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Large,154600
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,180000
2022,Entry-level,Full-time,ML Engineer,PT,100,Remote,PT,Large,21983
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,80000
2022,Mid-level,Full-time,Other,CA,100,Remote,CA,Medium,78791
2022,Executive-level,Full-time,Director of Data Science,CA,50,Hybrid,CA,Large,196979
2022,Mid-level,Full-time,Machine Learning Engineer,US,100,Remote,US,Small,120000
2022,Entry-level,Full-time,Computer Vision Engineer,US,0,On-site,US,Medium,125000
2022,Mid-level,Full-time,Other,US,50,Hybrid,US,Large,37236
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,105000
2022,Senior-level,Full-time,Other,DE,0,On-site,DE,Medium,87932
2022,Mid-level,Full-time,Business Data Analyst,IN,100,Remote,IN,Medium,18442
2022,Mid-level,Full-time,Data Scientist,IN,100,Remote,IN,Large,31615
2022,Mid-level,Full-time,Other,PT,50,Hybrid,PT,Large,58255
2022,Entry-level,Full-time,Other,US,50,Hybrid,US,Large,100000
2022,Mid-level,Part-time,Data Engineer,DE,50,Hybrid,DE,Large,54957
2022,Entry-level,Full-time,Data Scientist,IN,100,Remote,IN,Medium,18442
2022,Senior-level,Full-time,Principal Data Scientist,DE,100,Remote,DE,Medium,162674
2022,Entry-level,Full-time,Data Engineer,US,100,Remote,US,Medium,120000
2022,Senior-level,Full-time,Research Scientist,US,50,Hybrid,US,Large,144000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,104890
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,100000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,140000
2022,Mid-level,Full-time,Data Analyst,US,100,Remote,US,Medium,135000
2022,Mid-level,Full-time,Data Analyst,US,100,Remote,US,Medium,50000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,220000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,140000
2022,Mid-level,Full-time,Data Scientist,GB,0,On-site,GB,Medium,183228
2022,Mid-level,Full-time,Data Scientist,GB,0,On-site,GB,Medium,91614
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,185100
2022,Senior-level,Full-time,Machine Learning Engineer,US,100,Remote,US,Medium,220000
2022,Mid-level,Full-time,Data Scientist,US,100,Remote,US,Medium,200000
2022,Mid-level,Full-time,Data Scientist,US,100,Remote,US,Medium,120000
2022,Senior-level,Full-time,Machine Learning Engineer,AE,100,Remote,AE,Small,120000
2022,Senior-level,Full-time,Machine Learning Engineer,AE,100,Remote,AE,Small,65000
2022,Executive-level,Full-time,Data Engineer,US,100,Remote,US,Medium,324000
2022,Executive-level,Full-time,Data Engineer,US,100,Remote,US,Medium,216000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,210000
2022,Senior-level,Full-time,Machine Learning Engineer,US,100,Remote,US,Medium,120000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,230000
2022,Entry-level,Part-time,Data Scientist,DZ,50,Hybrid,DZ,Medium,100000
2022,Mid-level,Freelance,Data Scientist,CA,100,Remote,US,Medium,100000
2022,Entry-level,Contract,Other,TN,100,Remote,CZ,Medium,31875
2022,Senior-level,Full-time,Head of Data,MY,100,Remote,US,Medium,200000
2022,Mid-level,Full-time,Other,CA,100,Remote,CA,Small,75000
2022,Mid-level,Full-time,Data Scientist,PL,100,Remote,PL,Large,35590
2022,Senior-level,Full-time,Other,CA,100,Remote,CA,Medium,78791
2022,Senior-level,Full-time,Data Scientist,BR,100,Remote,US,Medium,100000
2022,Mid-level,Full-time,Machine Learning Scientist,US,50,Hybrid,US,Medium,153000
2022,Entry-level,Full-time,Data Engineer,PK,100,Remote,DE,Medium,58035
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,165000
2022,Senior-level,Full-time,Research Scientist,FR,50,Hybrid,FR,Large,93427
2022,Entry-level,Full-time,Data Scientist,CA,100,Remote,CA,Large,52396
2022,Senior-level,Full-time,Machine Learning Engineer,NL,100,Remote,NL,Large,62651
2022,Mid-level,Full-time,Head of Data,EE,100,Remote,EE,Small,32974
2022,Entry-level,Full-time,Data Scientist,JP,100,Remote,MY,Large,40000
2022,Mid-level,Full-time,Machine Learning Engineer,AU,100,Remote,AU,Large,87425
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,115000
2022,Entry-level,Full-time,Data Scientist,AU,50,Hybrid,AU,Medium,86703
2022,Mid-level,Full-time,Other,BO,100,Remote,US,Large,75000
2022,Mid-level,Full-time,Research Scientist,AT,0,On-site,AT,Large,64849
2022,Entry-level,Full-time,Research Scientist,US,100,Remote,US,Large,120000
2022,Mid-level,Full-time,Applied Data Scientist,US,100,Remote,US,Large,157000
2022,Entry-level,Full-time,Other,AU,100,Remote,AU,Small,150000
2022,Mid-level,Full-time,Business Data Analyst,CA,50,Hybrid,CA,Large,70912
2022,Entry-level,Full-time,Data Engineer,US,100,Remote,US,Small,65000
2022,Senior-level,Full-time,Machine Learning Engineer,IE,100,Remote,IE,Small,71444
2022,Entry-level,Full-time,Other,PK,0,On-site,PK,Medium,20000
2022,Mid-level,Full-time,Data Scientist,RU,100,Remote,US,Small,48000
2022,Senior-level,Full-time,Data Science Manager,US,100,Remote,US,Medium,152500
2022,Mid-level,Full-time,Data Engineer,FR,100,Remote,FR,Medium,68147
2022,Mid-level,Full-time,Data Scientist,CH,0,On-site,CH,Large,122346
2022,Senior-level,Full-time,Applied Data Scientist,US,100,Remote,US,Large,380000
2022,Mid-level,Full-time,Data Scientist,CA,100,Remote,CA,Medium,69336
2022,Entry-level,Full-time,Computer Vision Engineer,PT,100,Remote,LU,Medium,10000
2022,Mid-level,Full-time,Data Analyst,GR,100,Remote,GR,Small,20000
2022,Mid-level,Full-time,Data Scientist,US,100,Remote,US,Large,135000
2022,Senior-level,Full-time,Applied Data Scientist,US,100,Remote,US,Large,177000
2022,Mid-level,Full-time,Data Scientist,US,100,Remote,US,Medium,78000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,135000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,100000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,90320
2022,Mid-level,Full-time,Data Analyst,CA,0,On-site,CA,Medium,85000
2022,Mid-level,Full-time,Data Analyst,CA,0,On-site,CA,Medium,75000
2022,Senior-level,Full-time,Machine Learning Engineer,US,100,Remote,US,Medium,214000
2022,Senior-level,Full-time,Machine Learning Engineer,US,100,Remote,US,Medium,192600
2022,Senior-level,Full-time,Data Architect,US,100,Remote,US,Medium,266400
2022,Senior-level,Full-time,Data Architect,US,100,Remote,US,Medium,213120
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,112900
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,155000
2022,Mid-level,Full-time,Data Scientist,US,0,On-site,US,Medium,141300
2022,Mid-level,Full-time,Data Scientist,US,0,On-site,US,Medium,102100
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,115934
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,81666
2022,Mid-level,Full-time,Data Engineer,US,0,On-site,US,Medium,206699
2022,Mid-level,Full-time,Data Engineer,US,0,On-site,US,Medium,99100
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,130000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,115000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,110500
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,130000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,99050
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,160000
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Large,205300
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Large,140400
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,176000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,144000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,200100
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,160000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,145000
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,70500
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Medium,205300
2022,Senior-level,Full-time,Data Scientist,US,0,On-site,US,Medium,140400
2022,Senior-level,Full-time,Other,US,0,On-site,US,Medium,205300
2022,Senior-level,Full-time,Other,US,0,On-site,US,Medium,184700
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,175100
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,140250
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,116150
2022,Senior-level,Full-time,Data Engineer,US,0,On-site,US,Medium,54000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,170000
2022,Mid-level,Full-time,Data Analyst,GB,0,On-site,GB,Medium,65438
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,80000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,140000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,210000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,140000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,100000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,69000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,210000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,140000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,210000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,150075
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,100000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,25000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,126500
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,106260
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,220110
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,160080
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,105000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,110925
2022,Mid-level,Full-time,Data Analyst,GB,0,On-site,GB,Medium,45807
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,140000
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,99000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,60000
2022,Senior-level,Full-time,Data Architect,US,100,Remote,US,Medium,192564
2022,Senior-level,Full-time,Data Architect,US,100,Remote,US,Medium,144854
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,230000
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,150000
2022,Senior-level,Full-time,Data Analytics Manager,US,100,Remote,US,Medium,150260
2022,Senior-level,Full-time,Data Analytics Manager,US,100,Remote,US,Medium,109280
2022,Senior-level,Full-time,Data Scientist,US,100,Remote,US,Medium,210000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,170000
2022,Mid-level,Full-time,Data Scientist,US,100,Remote,US,Medium,160000
2022,Mid-level,Full-time,Data Scientist,US,100,Remote,US,Medium,130000
2022,Entry-level,Full-time,Data Analyst,CA,0,On-site,CA,Medium,67000
2022,Entry-level,Full-time,Data Analyst,CA,0,On-site,CA,Medium,52000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,154000
2022,Senior-level,Full-time,Data Engineer,US,100,Remote,US,Medium,126000
2022,Senior-level,Full-time,Data Analyst,US,0,On-site,US,Medium,129000
2022,Senior-level,Full-time,Data Analyst,US,100,Remote,US,Medium,150000
2022,Mid-level,Full-time,AI Scientist,IN,100,Remote,US,Large,200000
